athlete_team,time_800,time_400,season
"Franke, Joe Loras",110.55,50.39,indoor_2024
"Miller, Kyle Buena Vista",110.81,50.02,indoor_2024
"Richwine, Trevor Dickinson",110.92,50.35,indoor_2024
"Hutchinson, Andrew Dubuque",111.03999999999999,49.63,indoor_2024
"Correia, Caleb John Carroll",111.39,50.04,indoor_2024
"Dean, Dawit Emory",111.75999999999999,50.21,indoor_2024
"Frohling, William Washington U.",112.3,50.04,indoor_2024
"Wachter, Dylan Wis.-River Falls",112.53,49.43,indoor_2024
"McKell, Elijah Lebanon Valley",112.78999999999999,51.37,indoor_2024
"Ozymy, Ryan Franciscan (Ohio)",112.85,49.22,indoor_2024
"Myers, Trey Ohio Northern",112.89,51.43,indoor_2024
"Cox, Jackson Washington U.",112.91,51.04,indoor_2024
"Lueck, Dirk Wis.-La Crosse",112.97,49.19,indoor_2024
"Marquardt, Reid Wis.-Oshkosh",113.00999999999999,50.47,indoor_2024
"Sidamon-Eristoff, Andrew Washington U.",113.06,50.8,indoor_2024
"Raatz, Nathan Carroll (Wis.)",113.28,50.0,indoor_2024
"McCandlish, Ian Wittenberg",113.49000000000001,51.42,indoor_2024
"Zavala, Jonathan Brockport St.",114.02000000000001,51.14,indoor_2024
"Hahn, Spencer Alvernia",114.05,50.82,indoor_2024
"Hackbarth, Andrew Wis.-La Crosse",114.12,48.45,indoor_2024
"DuPree, Kendrick Catholic",114.65,50.52,indoor_2024
"Knowles, Samuel Widener",114.88,47.91,indoor_2024
"Knoch, Justin Mount Union",114.97999999999999,49.01,indoor_2024
"Frideres, Elliot Loras",115.03,50.54,indoor_2024
"Rayleonard, Domenick RPI",115.05,50.27,indoor_2024
"Lobner, Blake Wis.-Stevens Point",115.1,51.07,indoor_2024
"Obioha, Kambi Oberlin",115.12,48.51,indoor_2024
"Jarski, Luke Oneonta",115.18,49.46,indoor_2024
"Bates, Josh Case Western",115.24000000000001,50.81,indoor_2024
"Housman, Aiden Wartburg",115.3,50.88,indoor_2024
"Vey, Nick Wis.-Oshkosh",115.39,50.72,indoor_2024
"Gruhn, Adam Simpson (Iowa)",115.46000000000001,51.5,indoor_2024
"Zenner, Zach Wis.-Platteville",115.67,49.05,indoor_2024
"Arbocus, Owen Brockport St.",115.72999999999999,51.03,indoor_2024
"Coelho, Jackson Colby",116.12,49.3,indoor_2024
"Douglas, Derek St. Scholastica",116.2,50.56,indoor_2024
"Anderson, Gabe Nebraska Wesleyan",116.22999999999999,49.64,indoor_2024
"Morris, Sidney Buffalo State",116.32,50.43,indoor_2024
"Ash, Ethan Carleton",116.33,50.36,indoor_2024
"Davies, Leland Carnegie Mellon",116.36,49.94,indoor_2024
"Avigliano, Luke Washington and Lee",116.38,50.87,indoor_2024
"Kieffer, Will Loras",116.39,50.43,indoor_2024
"Johnson, Nick St. Norbert",117.25999999999999,51.37,indoor_2024
"Dusek, Reece Illinois Wesleyan",117.7,48.95,indoor_2024
"Pickard, Bryson Fontbonne",117.95,48.94,indoor_2024
"Montreuil, Owen St. John's (Minn.)",118.21000000000001,51.19,indoor_2024
"Olson, Cade Wartburg",118.5,50.27,indoor_2024
"Wurster, Bryce Emory",118.5,50.01,indoor_2024
"Lawson, Jelani Wis.-Oshkosh",118.5,49.97,indoor_2024
"Neitlich, Michael Bridgewater St.",118.58,51.07,indoor_2024
"Sterling, Connor MIT",118.61,50.57,indoor_2024
"Leist, Aiden Wis.-Stevens Point",118.81,50.74,indoor_2024
"Sohus, Josiah George Fox",118.93,51.05,indoor_2024
"Geissler, Alex Wis.-Platteville",119.17,51.23,indoor_2024
